OverTime,JobLevel,TotalWorkingYears,Age,YearsInCurrentRole,MonthlyIncome,MaritalStatus,YearsAtCompany,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,C0,C1,Attrition
1,5,31,51,10,0.9933558321029319,0,29,3,2,4,28.594802582058122,13.327560964244883,0
0,4,27,49,2,0.8122758911622021,1,4,3,2,1,15.758865517739153,-6.1829462668524116,0
1,1,6,43,0,0.07530056950010545,1,1,2,3,3,-3.220661571568698,-10.223352538846232,1
0,2,4,33,2,0.17364480067496307,1,3,3,2,4,-10.363197636116023,-2.5883473309984986,0
0,3,13,46,7,0.5186669479012866,0,8,3,3,4,6.675595854172457,-2.9990313180752466,0
0,1,5,56,2,0.08321029318709132,2,4,3,4,1,6.286645165866361,-15.42610715677585,1
0,2,9,32,7,0.19294452647120863,0,8,1,4,4,-5.561308979165872,4.415655385893576,0
0,2,10,30,8,0.4590276313014132,1,10,2,1,2,-5.539749856920189,7.528031947840651,1
0,2,4,27,2,0.16968993883147016,1,3,3,4,1,-14.472803010006704,1.0044420280218738,0
0,3,18,42,7,0.6506538704914575,1,13,3,1,3,8.641142531006295,3.8360172910588215,0
1,1,1,20,0,0.08389580257329678,2,1,2,1,4,-22.204761069470436,2.3329590403419314,1
0,1,4,50,2,0.15112845391267665,1,2,3,2,4,0.9280300842725282,-13.422166102187933,0
0,1,1,19,0,0.00490402868593124,2,1,2,4,2,-22.883661414226914,2.9479838985074274,1
0,1,3,31,2,0.10852140898544611,1,2,3,3,1,-12.743002091745318,-2.3158363812185705,0
0,1,3,29,1,0.06053575195106517,1,3,3,4,3,-13.969502004665475,-0.8391552993741396,0
0,1,8,42,0,0.1560324825986079,2,0,3,3,4,-2.9300323170801903,-9.857577990968736,0
1,2,10,36,9,0.24593967517401394,1,10,2,3,2,-1.2632396725731923,4.3494408337015695,0
1,4,22,42,9,0.6722737819025523,2,21,3,1,3,13.992940851476618,10.877509916358086,1
0,4,28,46,15,0.8457603881037756,1,26,3,1,3,23.030175140572624,15.491314572307337,0
0,4,21,39,9,0.5812064965197216,1,20,2,4,2,11.009424693782158,11.802005152952107,0
0,1,1,30,0,0.08879983125922801,0,1,3,3,4,-15.319996326354946,-3.6056701060803498,0
0,2,10,36,4,0.25316388947479435,2,10,2,4,1,-2.032432320656433,2.435250408714264,0
1,1,10,41,7,0.09328200801518667,0,7,1,4,2,0.8706054463878274,-1.423495207953696,1
1,1,4,22,2,0.09518034170006327,1,4,2,3,2,-17.677315562285028,4.6111218918763,0
1,1,3,21,2,0.06143218730225691,2,3,2,2,1,-19.318515926197954,4.302007440430957,1
0,1,10,41,6,0.12481543978063699,1,10,4,3,2,1.6360637930213215,0.1706824065476713,0
1,3,24,45,7,0.5189833368487661,0,7,1,1,2,12.70525302009191,-0.5876827907580751,0
0,2,6,29,4,0.4136258173381143,0,6,3,4,1,-10.594350883827389,3.0412054364347743,0
0,1,1,51,0,0.09038177599662518,1,1,3,4,3,-0.9095011803593138,-16.114365660938226,0
1,2,16,34,10,0.24984180552626029,1,15,2,4,3,2.8676169698074077,10.6178590539861,0
0,1,15,40,4,0.053206074667791606,2,5,3,1,4,2.290301401440793,-2.2324072352584423,1
1,3,20,42,0,0.6423750263657456,1,1,3,1,1,5.190280916907547,-6.402543495709121,0
0,3,11,39,6,0.3811432187302257,1,7,4,3,4,0.13029164084746725,-0.3427760260121264,0
0,1,7,40,2,0.07266399493777685,1,4,3,2,2,-3.40846203612449,-5.449030072478749,0
0,3,10,45,8,0.339168951697954,0,10,3,2,1,4.840418769657887,-1.359930255167951,0
0,1,20,40,3,0.052309639316599876,1,5,3,3,3,5.34432659447576,-1.4673437067087214,0
1,3,11,34,2,0.4714722632356043,0,3,3,1,2,-5.135817320355304,-1.562002196412612,1
0,3,10,32,7,0.5352246361527104,2,7,3,4,3,-5.157684170991896,3.9935432083238336,0
0,3,19,50,11,0.6464880826829783,0,14,2,1,4,15.69174568937941,1.5038854087976716,0
0,1,13,37,8,0.09407298038388524,0,9,3,4,1,0.8157571059030246,3.3464200437966163,0
1,3,9,29,7,0.34507487871757014,2,8,3,4,3,-7.563718255589617,6.221105130732494,1
0,3,9,31,2,0.45496730647542716,1,3,3,1,1,-8.46352210280785,-0.22835399272109846,0
0,1,5,38,4,0.14200590592701962,1,5,2,3,4,-5.448118464413888,-3.2677373827973852,0
0,2,7,27,7,0.4731069394642481,2,7,3,3,4,-10.578753584168073,6.249916428759057,0
0,1,7,41,0,0.06480700274203754,1,5,3,1,3,-2.7286842600852665,-6.150724648224031,0
0,5,21,40,7,0.9817021725374393,2,20,2,3,3,11.457619425588504,10.467872009452467,0
0,2,8,30,3,0.16378401181185404,0,4,3,1,3,-9.405105454162303,1.1536071295146009,0
0,2,10,30,7,0.1308795612739928,0,10,3,3,3,-5.685916417433859,7.15394617286599,0
0,1,1,34,0,0.05267875975532588,0,1,3,2,2,-12.571743029352898,-5.989550776828938,0
0,2,5,40,4,0.191415313225058,1,5,3,1,4,-4.004947271872162,-4.437007824822096,0
0,1,2,29,2,0.06791816072558532,0,2,3,2,4,-14.757102160889943,-1.3566540495440709,0
0,5,25,46,2,0.9529635098080573,1,4,3,2,4,12.490277708526556,-4.814195464487732,0
1,3,12,41,7,0.37861210715039023,0,9,3,3,3,2.908471871967926,0.425102519056459,0
0,2,10,39,2,0.249261759122548,1,3,1,3,1,-2.408344845455659,-4.787258434195117,0
0,1,8,29,5,0.12033326302467832,0,7,3,2,4,-8.943697596263213,4.48346361102929,0
0,4,31,52,2,0.8197637629192154,1,5,3,4,4,20.669881733605656,-6.397596312343403,0
1,1,8,37,4,0.10477747310693945,1,6,3,3,3,-3.9154185120664025,-1.330096215090986,0
1,1,8,44,2,0.11527103986500738,0,2,3,4,3,-0.6309010103334884,-8.925996710777824,0
0,2,5,45,1,0.17280109681501793,1,1,3,1,1,-2.2547483286849612,-11.231118835966402,1
0,2,5,47,0,0.10372284328200802,2,0,3,3,2,-1.3384043395345344,-13.46936003466509,0
0,1,18,37,7,0.10678126977430923,0,18,3,1,4,6.583312993194234,10.077049768618927,0
1,2,8,41,4,0.2628137523729171,2,6,3,4,2,-1.1068939330126355,-3.6739601649062372,1
0,2,15,57,2,0.3029951487028053,1,3,3,3,4,13.130676840836827,-14.401968857606278,0
0,1,0,18,0,0.04719468466568234,2,0,3,3,3,-24.514538041474204,2.6376543805111545,1
0,2,9,32,1,0.29835477747310696,0,5,3,4,3,-7.393215942937712,0.10713060921125717,0
1,3,11,33,0,0.3983864163678549,2,0,3,1,1,-7.0514495078898705,-3.746290208874548,1
0,1,4,32,0,0.06881459607677705,0,3,3,4,4,-11.423652203366228,-2.780295961709566,0
1,1,11,39,0,0.13905294241721156,2,1,2,1,1,-2.7758590598804886,-6.725988589630628,1
1,3,31,58,9,0.4745306897279056,1,10,2,1,3,27.29935962020052,-4.002647808290384,1
1,2,10,31,5,0.29387260071714827,2,6,3,4,2,-6.530638499268473,3.1192876740767677,0
0,1,6,39,2,0.15265766715882723,2,5,3,1,3,-4.44354083540798,-4.4262563596942215,1
0,3,9,27,7,0.33763973845180345,1,9,3,1,3,-8.619341848463218,8.070749403423953,0
1,1,6,44,4,0.10161358363214511,2,6,3,3,3,-0.40099153043825453,-5.959118166403169,1
0,1,8,45,3,0.06649441046192786,0,5,3,4,4,1.1212534133546512,-7.139447511321521,0
0,4,22,40,3,0.6588272516346763,1,22,2,2,3,12.0167952033515,10.456997004618248,0
0,3,14,47,8,0.5773043661674753,1,13,3,2,3,9.673429410680207,0.34421511073038147,0
0,1,9,34,2,0.06865640160303733,2,3,3,2,4,-6.563512499256117,-2.10312891161006,0
0,2,20,44,11,0.18624762708289389,2,20,3,4,4,13.953208451562475,9.267892862661228,0
0,2,17,36,7,0.191415313225058,1,15,4,1,1,4.420332333497029,8.478576316512555,0
0,1,3,27,2,0.19046614638261972,1,3,1,3,1,-15.183126739804976,0.7463744966974257,0
1,1,6,24,3,0.11564016030373338,2,5,3,2,1,-14.581302029903892,4.904350217867478,1
0,3,20,39,6,0.5235709765872179,2,19,3,3,3,9.525794445097652,9.702048520073575,0
1,1,2,36,0,0.12544821767559589,1,1,2,3,4,-10.578856440213425,-6.9561126575069,1
0,3,16,50,2,0.43234549673064754,2,2,3,4,3,8.731781704052906,-10.633408787688463,0
0,4,22,41,10,0.7912887576460662,2,22,3,2,4,13.77569454480026,12.528876422268528,0
1,2,10,31,2,0.2726218097447796,1,10,3,3,4,-5.784077202320692,4.635515126258255,1
0,5,21,39,9,0.9630352246361527,1,21,2,4,3,11.388708604802773,12.508858019110988,0
1,1,6,44,3,0.07524783800885888,2,4,3,4,2,-1.1525429083407985,-7.667897010904348,0
0,2,5,33,3,0.17459396751740142,2,5,2,2,4,-8.967435686741052,-0.6451969574663821,0
0,2,6,33,0,0.3213984391478591,0,5,3,3,3,-8.77575280189668,-1.5525300555707808,0
0,2,9,37,2,0.24899810166631514,0,6,2,4,3,-3.5045704647013167,-1.815838036829275,0
0,1,17,37,4,0.12882303311537652,1,5,3,1,3,1.5244238285786125,0.016723762881893478,0
0,1,5,27,3,0.10715039021303523,0,4,3,1,3,-13.458978794306969,2.2242995742467766,1
0,1,6,29,2,0.08104830204598186,1,2,2,2,3,-12.215527102029263,-0.45621819618941295,1
0,3,24,44,6,0.48718624762708296,1,22,2,4,1,16.432195856048956,9.649573409989982,0
0,1,5,23,2,0.09544399915629613,1,3,4,1,1,-16.654124879789503,3.5519805303343794,0
0,1,7,43,4,0.05695001054629825,0,5,4,4,4,-0.7354765505239556,-5.795684238613536,0
1,1,10,29,7,0.12286437460451381,0,7,3,3,2,-7.364651973277766,5.709469915703024,1
0,1,8,27,6,0.19853406454334532,1,7,2,1,4,-10.167020882194613,6.052183526339043,0
0,3,14,46,7,0.33247205230963933,1,8,3,2,3,7.299000777881474,-2.7868150059958126,1
0,1,8,32,4,0.10699219573929551,2,5,3,3,3,-7.65415094669731,0.9730692430309169,0
1,3,10,37,0,0.3497679814385151,2,10,3,2,1,-1.8921719704256006,0.33195192810268814,0
0,2,12,30,9,0.10878506644167897,0,12,3,1,3,-3.4949856181688617,9.694834859773117,0
0,2,8,38,7,0.15919637207340226,2,7,2,4,4,-2.3958171338196195,-0.06982237690444215,0
0,2,6,33,2,0.23708078464458976,0,6,3,4,4,-8.16637820968809,-0.11643890680305269,0
1,2,10,43,7,0.24625606412149337,0,8,3,3,4,2.6249511978836466,-1.9264647943962956,0
0,2,10,32,4,0.27478380088588905,1,10,3,2,2,-4.776011871458742,4.8057321058343145,0
0,1,6,31,2,0.1301413203965408,1,5,3,3,2,-9.917222417271343,0.36131436446782494,0
0,2,9,52,2,0.11284539126766506,1,5,3,3,4,6.47588110490107,-11.44043635974531,0
1,4,23,44,11,0.6491773887365535,1,12,4,4,4,13.585429706927776,4.682834251767531,0
0,1,8,29,3,0.08031006116852986,0,4,2,4,1,-10.157295974336225,1.7372664284836734,0
1,1,8,33,4,0.07524783800885888,1,5,3,4,3,-6.9731458624812745,0.38800064169948456,1
1,2,4,31,2,0.18719679392533223,1,2,1,3,2,-12.045673119447613,-2.0443227629179628,1
1,3,10,37,8,0.5893271461716938,0,10,3,4,2,-0.6484569660510857,3.4181914327925575,0
0,1,7,38,0,0.12112423539337693,1,0,3,3,4,-6.309192282752019,-7.693999082729249,0
0,1,8,33,7,0.09212191520776207,1,8,3,2,4,-5.591576823127376,3.527862084390417,0
